データコード,MD02'MAMS1ANM2C,MD02'MAMS1AN01,MD02'MAMS1ANC,MD02'MAMS1AND,MD02'MAMS1ANQ,MD02'MAMS1ANCD,MD02'MAMS1AN09NE,MD02'MAMS1ANM3,MD02'MAMS1ANLNE,MD02'MAMS1ANLNE1,MD02'MAMS1ANLN2,MD02'MAMS1ANLN3,MD02'MAMS1ANLN11,MD02'MAMS1ANLN4,MD02'MAMS1ANLN6,MD02'MAMS1ANLN9,MD02'MAMS1ANLN8,MD02'MAMS1ANLN5,MD02'MAMS1ANLN7,MD02'MAMS1ANLN10,MD02'MAMS1ANLN71,MD02'MAMS1ANL,MD02'MAMS1AAM2CX12,MD02'MAMS1AA01X12,MD02'MAMS1AACX12,MD02'MAMS1AADX12,MD02'MAMS1AAQX12,MD02'MAMS1AALNEX12,MD02'MAMS1AALX12,MD02'MAMS1ENM2C,MD02'MAMS1EN01,MD02'MAMS1ENC,MD02'MAMS1END,MD02'MAMS1END1,MD02'MAMS1END2,MD02'MAMS1ENQ,MD02'MAMS1ENQ1,MD02'MAMS1ENQ2,MD02'MAMS1ENCD,MD02'MAMS1EN10NE,MD02'MAMS1ENM3,MD02'MAMS1EN17NE,MD02'MAMS1EN15N,MD02'MAMS1EN16N,MD02'MAMS1EN10,MD02'MAMS1EAM2CX12,MD02'MAMS1EA01X12
1984/02,2624959,733259,173054,560205,1831551,60149,,,,,,,,,,,,,,,,4953455,2648160,759818,176886,583053,1823767,,4978384,2637406,748645,182938,565707,321832,223584,1827612,615291,1150060,61149,,,,,,4293482,2659638,774592
1984/03,2681766,780066,178570,601496,1839998,61702,,,,,,,,,,,,,,,,5023219,2674968,767883,176738,591491,1838236,,5027262,2671724,805121,184634,620487,363072,229833,1804429,601933,1149999,62174,,,,,,4346035,2668365,773816
1984/04,2675809,779229,177247,601982,1828608,67972,,,,,,,,,,,,,,,,5041477,2678058,766987,177903,588891,1843615,,5046577,2706918,812467,192392,620075,374891,231103,1824470,616633,1149770,69981,,,,,,4388379,2703956,793400
1984/05,2681262,771984,173451,598533,1837263,72015,,,,,,,,,,,,,,,,5079216,2694832,766599,177860,589041,1856047,,5083205,2690100,783104,177090,606014,347389,224564,1834467,619612,1152357,72529,,,,,,4380517,2705379,779708
1984/06,2717557,780061,173560,606501,1861576,75920,,,,,,,,,,,,,,,,5122807,2711776,769277,178765,590746,1870146,,5117071,2747511,803941,194365,609576,351677,237828,1865998,627810,1164482,77572,,,,,,4453278,2714893,776199
1984/07,2741773,781312,182911,598401,1881310,79151,,,,,,,,,,,,,,,,5164858,2729621,775526,180630,594842,1879776,,5151435,2737034,769029,187574,581455,329755,233051,1889050,634737,1180595,78955,,,,,,4458115,2736165,783288
1984/08,2744612,759702,181123,578579,1902031,82879,,,,,,,,,,,,,,,,5187462,2747128,774416,180692,593729,1894436,,5191191,2736666,757442,183495,573947,326030,228560,1897399,638182,1184141,81825,,,,,,4466643,2753644,788598
1984/09,2774550,783702,175375,608327,1911891,78957,,,,,,,,,,,,,,,,5238230,2769986,788002,181898,606203,1905623,,5240197,2793213,814539,184610,629929,381744,233989,1900789,641758,1191258,77885,,,,,,4538947,2777832,795306
1984/10,2752604,753390,174520,578870,1913284,85930,,,,,,,,,,,,,,,,5242624,2782667,785542,182213,603077,1912473,,5277644,2748456,759024,181022,578002,336922,225834,1904565,645611,1190553,84867,,,,,,4503047,2790943,800233
1984/11,2771212,763547,176620,586927,1922596,85069,,,,,,,,,,,,,,,,5288006,2798383,790070,183342,607055,1924566,,5314203,2788752,790265,186780,603485,349278,226109,1917861,652319,1194655,80626,,,,,,4552998,2805837,804799
1984/12,2877186,858081,207467,650614,1940175,78930,,,,,,,,,,,,,,,,5416706,2818301,800673,184265,615541,1934328,,5349985,2897142,863743,221136,642607,374243,248436,1954344,663578,1227116,79055,,,,,,4703113,2826145,814558
1985/01,2848496,802295,193395,608900,1964741,81460,,,,,,,,,,,,,,,,5415056,2837120,803275,186106,617096,1947377,,5393752,2819131,776424,191181,585243,331093,237539,1962200,663049,1231308,80507,,,,,,4617184,2844161,811381
1985/02,2833112,776694,183207,593487,1974039,82379,,,,,,,,,,,,,,,,5408474,2857134,803416,186728,616905,1966585,,5433599,2841031,791129,195689,595440,334081,240050,1970103,669921,1233849,79799,,,,,,4643183,2864839,820608
1985/03,2894160,830321,190315,640006,1985276,78563,,,,,,,,,,,,,,,,5476633,2882738,815372,187982,627629,1982313,,5477603,2916096,876756,199388,677368,400566,250452,1960935,664833,1237047,78405,,,,,,4739179,2889744,825374
1985/04,2901701,814914,188402,626512,1993835,92952,,,,,,,,,,,,,,,,5515159,2902696,801001,189132,611915,2011488,,5519924,2907561,821756,200057,621699,359071,247054,1990501,699547,1237918,95304,,,,,,4735500,2908290,804718
1985/05,2904829,809378,185562,623816,1999154,96297,,,,,,,,,,,,,,,,5549358,2920305,802820,189799,613440,2021814,,5556596,2905188,821719,189592,632127,353681,240451,1990388,693276,1242455,93081,,,,,,4743843,2923823,818338
1985/06,2940463,818538,184619,633919,2023226,98699,,,,,,,,,,,,,,,,5601594,2938533,808602,190454,618373,2034684,,5603087,2997565,873471,210234,663237,382408,259802,2023774,695190,1255598,100320,,,,,,4854025,2942721,828411
1985/07,2967923,817022,194201,622821,2046495,104406,,,,,,,,,,,,,,,,5657227,2957059,811965,191693,620257,2045575,,5645360,2962860,808868,198551,610317,342257,248652,2050350,700033,1274771,103642,,,,,,4834810,2959292,821932
1985/08,2971553,797952,192060,605892,2067692,105909,,,,,,,,,,,,,,,,5689342,2975170,812963,191847,621186,2060803,,5690006,2961046,795283,195130,600153,335965,243963,2062398,706989,1279547,103365,,,,,,4841530,2974241,820885
1985/09,3003454,818798,186397,632401,2086127,98529,,,,,,,,,,,,,,,,5725296,2997930,823053,193554,629662,2079512,,5724735,2989044,833296,193274,640022,379541,248111,2065193,713287,1284729,90555,,,,,,4887135,3000519,831832
1985/10,2990401,787623,185737,601886,2110866,91912,,,,,,,,,,,,,,,,5730939,3023348,823322,194017,628863,2107789,,5765988,2978122,780961,194160,586801,333086,241191,2109906,750373,1284110,87255,,,,,,4884595,3023084,826719
1985/11,3022431,796220,189056,607164,2136317,89894,,,,,,,,,,,,,,,,5791533,3050767,824510,196032,629112,2135753,,5817643,3035321,815606,200887,614719,342572,242262,2131844,765337,1289238,87871,,,,,,4950955,3047719,827539
1985/12,3143405,897850,222795,675055,2162526,83029,,,,,,,,,,,,,,,,5937792,3080382,840050,198870,640029,2153080,,5867488,3149388,889795,234068,655727,375260,262385,2178241,776185,1323313,81352,,,,,,5108510,3074875,843638
1986/01,3106089,836570,206477,630093,2183867,85652,,,,,,,,,,,,,,,,5933201,3092336,838526,198683,639019,2163725,,5912162,3067112,809732,204982,604750,339440,250167,2169032,762527,1325257,88348,,,,,,5016418,3090490,843802
1986/02,3088542,809880,195604,614276,2187151,91511,,,,,,,,,,,,,,,,5927426,3111836,834627,198864,636278,2180327,,5951934,3089814,809600,208166,601434,334087,246810,2193822,777888,1337805,86392,,,,,,5049520,3111753,839181
1986/03,3153323,862923,202976,659947,2204316,86084,,,,,,,,,,,,,,,,6000722,3138318,845125,200229,645203,2202142,,5999829,3138933,890488,210081,680407,390583,260969,2165473,760059,1339248,82972,,,,,,5113622,3136604,854749
1986/04,3146809,866865,199559,667306,2187856,92088,,,,,,,,,,,,,,,,6041282,3147672,850156,200245,649987,2208849,,6046627,3140779,882355,212367,669988,390866,256161,2170220,767857,1327396,88204,,,,,,5117948,3142558,861138
1986/05,3149702,864200,198811,665389,2195974,89528,,,,,,,,,,,,,,,,6083120,3166789,855132,202463,653244,2222448,,6092825,3142760,873689,204649,669040,375523,258001,2182027,768052,1329881,87044,,,,,,5134069,3161118,860955
1986/06,3190851,876415,198694,677721,2223059,91377,,,,,,,,,,,,,,,,6123484,3193753,867537,205106,662495,2237702,,6132829,3230762,907982,224783,683199,388662,271681,2231892,791647,1342859,90888,,,,,,5245469,3199530,881767
1986/07,3227010,875629,209800,665829,2259376,92005,,,,,,,,,,,,,,,,6186393,3217397,871821,207186,664768,2257659,,6175524,3220088,870532,215566,654966,368289,265730,2261815,803247,1362566,87741,,,,,,5246084,3214895,884856
1986/08,3235672,865731,210335,655396,2282148,87793,,,,,,,,,,,,,,,,6218009,3238700,881521,210210,671249,2274689,,6215465,3259573,894156,216155,678001,387083,275110,2280896,821068,1365320,84521,,,,,,5304143,3250779,906842
1986/09,3269850,881801,203342,678459,2307161,80888,,,,,,,,,,,,,,,,6280524,3264091,887241,211383,675854,2300037,,6276633,3230603,884178,209492,674686,385395,267913,2269975,821181,1369402,76450,,,,,,5286564,3249850,888503
1986/10,3245749,854346,203090,651256,2307171,84232,,,,,,,,,,,,,,,,6283223,3280015,894958,212020,682118,2301265,,6316205,3243305,873187,215966,657221,378537,263628,2282289,826273,1372212,87829,,,,,,5306148,3286078,926177
1986/11,3274656,875189,213264,661925,2309331,90136,,,,,,,,,,,,,,,,6339968,3303397,907101,221049,686814,2305838,,6366496,3339794,936782,229519,707263,412833,272494,2315065,845103,1386906,87947,,,,,,5420249,3330688,937721
1986/12,3399629,972952,248702,724250,2341157,85520,,,,,,,,,,,,,,,,6483407,3334641,913525,223190,689096,2329371,,6412577,3438875,982144,261980,720164,417463,290310,2370928,870770,1413066,85803,,,,,,5559723,3358588,934194
1987/01,3374472,916475,234772,681703,2365790,92207,,,,,,,,,,,,,,,,6476385,3359091,919768,226264,691559,2343851,,6457073,3340317,898374,232360,666014,373813,275654,2345821,845066,1413391,96122,,,,,,5449680,3356628,926259
1987/02,3360153,900494,225515,674979,2363430,96229,,,,,,,,,,,,,,,,6475816,3382353,924179,228805,696708,2357528,,6497323,3370299,915836,241493,674343,360186,292417,2357383,855549,1414721,97080,,,,,,5491715,3385453,937979
1987/03,3436531,950499,234014,716485,2387778,98254,,,,,,,,,,,,,,,,6572099,3418831,927582,230733,697690,2388380,,6568643,3418603,976705,240458,736247,402912,302563,2347560,860253,1416262,94338,,,,,,5567288,3421266,937948
1987/04,3455313,963004,232120,730884,2388684,103625,,,,,,,,,,,,,,,,6625134,3455014,941659,232583,709108,2413523,,6631653,3461782,976725,243350,733375,412829,299578,2384068,891432,1412160,100989,,,,,,5620387,3464736,951819
1987/05,3470926,971688,231975,739713,2395953,103285,,,,,,,,,,,,,,,,6660720,3489382,959460,235093,725478,2425765,,6673221,3513117,1009095,239231,769864,436439,312953,2406603,898635,1416091,97419,,,,,,5682205,3512458,972728
1987/06,3510830,968714,229127,739587,2442447,99669,,,,,,,,,,,,,,,,6734092,3519716,961441,236427,725164,2460675,,6751896,3553663,989968,254560,735408,396221,316371,2468141,917904,1434036,95554,,,,,,5744815,3524369,968782
1987/07,3560916,972145,241571,730574,2483190,105581,,,,,,,,,,,,,,,,6824714,3551745,968796,238844,730205,2479048,,6813998,3578277,968177,247749,720428,389395,311169,2502771,925159,1458955,107329,,,,,,5788739,3567042,982331
1987/08,3590790,968882,241640,727242,2509233,112675,,,,,,,,,,,,,,,,6887441,3592358,987057,241660,745081,2498948,,6880109,3574091,946896,245442,701454,362383,318934,2515774,939674,1459776,111421,,,,,,5798553,3595184,983808
1987/09,3631723,980464,234857,745607,2542681,108578,,,,,,,,,,,,,,,,6947566,3627562,988714,244026,744271,2533484,,6940926,3581739,971442,242060,729382,392799,320368,2513891,937611,1467396,96406,,,,,,5831233,3605121,976483
1987/10,3624490,944537,236341,708196,2578670,101283,,,,,,,,,,,,,,,,6965942,3659481,990556,246424,742649,2568434,,6997499,3626398,929459,245933,683526,364675,309363,2607891,1017296,1472499,89048,,,,,,5884186,3662865,981035
1987/11,3679246,961178,239304,721874,2633496,84572,,,,,,,,,,,,,,,,7030615,3708964,996982,248057,749830,2627898,,7060364,3667137,959798,250395,709403,365115,314967,2630741,1022596,1478361,76598,,,,,,5939209,3690529,987612
1987/12,3788981,1039189,270950,768239,2670077,79715,,,,,,,,,,,,,,,,7149969,3721712,978943,244466,733629,2657989,,7079374,3808673,1029727,285826,743901,398601,332850,2697216,1043177,1524058,81730,,,,,,6117098,3725344,988363
1988/01,3777322,993648,257750,735898,2695953,87721,,,,,,,,,,,,,,,,7169250,3760398,997018,248967,745398,2672919,,7151075,3776302,1004393,259047,745346,406504,325178,2682598,1030369,1523547,89311,,,,,,6083871,3763326,1012686
1988/02,3778383,989090,250001,739089,2696310,92983,,,,,,,,,,,,,,,,7189340,3798603,1011149,253203,760292,2691952,,7205854,3770894,986390,264981,721409,358620,338918,2692603,1048182,1521939,91901,,,,,,6084632,3789673,1009830
1988/03,3841227,1040512,259566,780946,2706133,94582,,,,,,,,,,,,,,,,7258618,3822024,1012234,256114,757716,2712077,,7251668,3809953,1064102,269973,794129,407466,350699,2653006,1023871,1516609,92845,,,,,,6125355,3813190,1015469
1988/04,3847226,1051653,260039,791614,2694077,101496,,,,,,,,,,,,,,,,7290022,3845237,1026345,260039,766012,2722114,,7297230,3846124,1054861,274503,780358,417651,344362,2693357,1066024,1506107,97906,,,,,,6172403,3840838,1014140
1988/05,3867994,1067766,259274,808492,2698714,101514,,,,,,,,,,,,,,,,7345608,3887759,1052857,261773,792506,2731282,,7359792,3846659,1047485,262612,784873,390668,348261,2704026,1062417,1507762,95148,,,,,,6189565,3886696,1033364
1988/06,3902133,1047241,254833,792408,2751911,102981,,,,,,,,,,,,,,,,7386306,3916914,1042361,262723,779832,2773143,,7412046,3944555,1051889,279554,772335,394932,356131,2798123,1092078,1526766,94543,,,,,,6306187,3911239,1031996
1988/07,3957635,1044773,267052,777721,2812568,100294,,,,,,,,,,,,,,,,7478896,3947911,1041302,264151,777220,2804464,,7467760,3995886,1055871,275061,780810,413563,353742,2839648,1112318,1550558,100367,,,,,,6377723,3949704,1049274
1988/08,3983298,1028479,265034,763445,2848569,106250,,,,,,,,,,,,,,,,7538689,3984270,1048959,265355,782974,2833682,,7528367,3952513,1001326,268353,732973,362955,350592,2848789,1127447,1552897,102398,,,,,,6350788,3977850,1046738
1988/09,4017539,1039039,257556,781483,2867234,111266,,,,,,,,,,,,,,,,7595151,4014216,1050129,267290,781872,2855015,,7587142,3981792,1015437,264674,750763,382566,345455,2854635,1137859,1560127,111720,,,,,,6397762,4004707,1021089
1988/10,4024016,1013874,258350,755524,2895099,115043,,,,,,,,,,,,,,,,7617571,4057598,1062983,269047,792270,2879841,,7647704,4010710,1012492,267298,745194,391023,337326,2892467,1172492,1557604,105751,,,,,,6438477,4054317,1076225
1988/11,4059661,1047689,260736,786953,2905366,106606,,,,,,,,,,,,,,,,7663991,4091169,1087876,270364,818109,2898420,,7698277,4049684,1054573,272941,781632,392483,351415,2890614,1153025,1566513,104497,,,,,,6494293,4080075,1092696
1988/12,4183586,1145890,296428,849462,2928815,108881,,,,,,,,,,,,,,,,7818329,4114265,1081399,268737,812762,2920032,,7749322,4197323,1118440,315214,803226,417209,374253,2975316,1195661,1611174,103567,,,,,,6692251,4099206,1067036
1989/01,4155842,1079507,283863,795644,2971013,105322,,,,,,,,,,,,,,,,7825888,4138156,1081856,274146,804378,2949222,,7806752,4117155,1070953,282637,788316,408472,362423,2944601,1169059,1612121,101601,,,,,,6606213,4140235,1105668
1989/02,4173150,1085678,276681,808997,2981395,106077,,,,,,,,,,,,,,,,7864226,4194275,1107299,279977,830673,2979879,,7877405,4156684,1083386,293068,790318,385567,381706,2975864,1203470,1615676,97434,,,,,,6660558,4179100,1106797
1989/03,4238439,1142777,284209,858568,2986997,108665,,,,,,,,,,,,,,,,7947279,4220065,1108710,280802,830294,2999520,,7937110,4196157,1153353,295273,858080,431768,390711,2939331,1177078,1618381,103473,,,,,,6716731,4194931,1092838
1989/04,4240993,1133750,282904,850846,2998039,109204,,,,,,,,,,,,,,,,7980354,4234516,1105426,282586,822198,3027728,,7984996,4272221,1164704,302058,862646,461844,387453,3010434,1237616,1610953,97083,,,,,,6807306,4235209,1094944
1989/05,4231214,1122083,283565,838518,3003701,105430,,,,,,,,,,,,,,,,8000867,4252719,1106847,285937,822551,3037272,,8017909,4205554,1094738,285340,809398,368277,398134,3008900,1217616,1612695,101916,,,,,,6771187,4252184,1083607
1989/06,4268553,1081478,280271,801207,3073718,113357,,,,,,,,,,,,,,,,8056980,4287644,1079262,288627,791232,3095908,,8087515,4336068,1089613,307398,782215,356889,405076,3135879,1263459,1652204,110576,,,,,,6919644,4297704,1066991
1989/07,4345989,1074058,293375,780683,3155956,115975,,,,,,,,,,,,,,,,8181707,4333240,1069268,290147,778842,3143237,,8167587,4342721,1054214,300903,753311,342408,395598,3178734,1269667,1688624,109773,,,,,,6960994,4332817,1078174
1989/08,4366927,1056573,292012,764561,3199599,110755,,,,,,,,,,,,,,,,8255411,4368390,1079318,292807,785421,3178217,,8243190,4336930,1031449,295380,736069,321476,398697,3199384,1283054,1699415,106097,,,,,,6975710,4366011,1083121
1989/09,4402627,1069824,284532,785292,3220199,112604,,,,,,,,,,,,,,,,8318511,4399046,1083664,294784,787840,3204018,,8311874,4382925,1109301,297317,811984,408092,397312,3164250,1244688,1716240,109374,,,,,,7040453,4392694,1104990
1989/10,4408424,1030169,284631,745538,3262889,115366,,,,,,,,,,,,,,,,8341445,4439019,1078808,296019,781195,3241589,,8372617,4392362,1018352,293933,724419,328997,386948,3253509,1330893,1717945,120501,,,,,,7066756,4442243,1084375
1989/11,4460570,1026998,288314,738684,3311152,122420,,,,,,,,,,,,,,,,8410656,4494961,1066842,298767,768302,3303810,,8449962,4463715,1022778,299535,723243,293390,398741,3317822,1356540,1747387,123115,,,,,,7155370,4501603,1065654
1989/12,4627790,1122843,326959,795884,3374150,130797,,,,,,,,,,,,,,,,8598764,4556322,1059717,297664,760965,3372161,,8529436,4700203,1144736,366806,777930,344354,423131,3431502,1411048,1812134,123965,,,,,,7437906,4560110,1071646
1990/01,4635014,1084577,317603,766974,3424606,125831,,,,,,,,,,,,,,,,8630967,4615556,1083864,305989,773044,3406013,,8607939,4604137,1066612,310512,756100,336166,409587,3421249,1397697,1818611,116276,,,,,,7338595,4631537,1100122
1990/02,4667345,1093724,303318,790406,3457538,116083,,,,,,,,,,,,,,,,8681419,4693577,1114817,306807,811281,3459605,,8696887,4644180,1098859,315993,782866,340280,424635,3438404,1405271,1836945,106917,,,,,,7397560,4668193,1118324
1990/03,4730830,1151699,309907,841792,3460239,118892,,,,,,,,,,,,,,,,8769557,4716531,1116850,306760,813189,3481841,,8759453,4724778,1220270,333385,886885,416081,432739,3385882,1351088,1843483,118626,,,,,,7490195,4708053,1142778
1990/04,4801061,1158577,321115,837462,3519730,122754,,,,,,,,,,,,,,,,8871032,4790055,1130537,320838,809953,3549896,,8870691,4857644,1202034,343683,858351,410523,425906,3555254,1472861,1874064,100356,,,,,,7614348,4856938,1153005
1990/05,4790095,1115711,307117,808594,3570442,103942,,,,,,,,,,,,,,,,8861352,4813021,1101269,309967,793586,3605032,,8879626,4725648,1074588,307275,767313,329759,398171,3560235,1437598,1896891,90825,,,,,,7492702,4779267,1073085
1990/06,4805089,1102300,300691,801609,3607822,94966,,,,,,,,,,,,,,,,8886228,4824587,1102722,309553,794181,3629132,,8916969,4880557,1181645,335825,845820,388154,438636,3612865,1425237,1930182,86047,,,,,,7678692,4830384,1142694
1990/07,4876335,1126368,315112,811256,3660633,89335,,,,,,,,,,,,,,,,8986863,4859955,1119810,311436,807829,3642388,,8966673,4851157,1086204,321374,764830,322471,424790,3681423,1430189,1983117,83530,,,,,,7666737,4850436,1120508
1990/08,4886619,1083516,311537,771979,3713954,89149,,,,,,,,,,,,,,,,8999651,4887921,1107428,312595,793400,3684711,,8988459,4845521,1061600,317160,744440,305905,420027,3696061,1435540,1991406,87860,,,,,,7668957,4875753,1116225
1990/09,4930512,1104633,303315,801317,3733251,92628,,,,,,,,,,,,,,,,9053928,4925391,1120621,313893,805799,3712685,,9051367,4959013,1148568,320127,828441,404042,412632,3722038,1460767,2009836,88407,,,,,,7805158,4924248,1127654
1990/10,4928423,1073898,303409,770489,3758660,95865,,,,,,,,,,,,,,,,9090940,4954965,1122091,314754,805944,3732057,,9122175,4864182,1052390,313063,739327,321187,404776,3719261,1450991,2013235,92531,,,,,,7726692,4913001,1112681
1990/11,4900824,1072470,304630,767840,3731529,96825,,,,,,,,,,,,,,,,9084537,4939055,1114680,315130,799054,3723983,,9127629,4878400,1070678,316713,753965,330801,388721,3709737,1405331,2028804,97985,,,,,,7740399,4920207,1114716
1990/12,5022086,1191961,344435,847526,3724293,105833,,,,,,,,,,,,,,,,9237932,4949835,1123578,314737,808290,3731427,,9169578,5049720,1196281,372543,823738,377465,432719,3753805,1417197,2083460,99634,,,,,,7962273,4942142,1136038
1991/01,4978914,1139594,328984,810610,3739412,99908,,,,,,,,,,,,,,,,9242429,4960055,1135003,316209,814577,3726661,,9214985,4879956,1086465,322579,763886,338826,410343,3701063,1359263,2092210,92428,,,,,,7792287,4921269,1125083
1991/02,4926178,1104297,311535,792762,3721028,100853,,,,,,,,,,,,,,,,9210668,4960755,1126860,315087,814932,3727178,,9233165,4887468,1106285,327194,779091,341894,418766,3684184,1339498,2101531,96999,,,,,,7811076,4920815,1127012
1991/03,4970366,1165105,319424,845681,3701322,103939,,,,,,,,,,,,,,,,9267257,4961879,1131655,316662,818056,3729684,,9261696,5048968,1245767,336655,909112,450635,424513,3702126,1365211,2105139,101075,,,,,,7987034,4987443,1149197
1991/04,4985533,1162386,318811,843575,3719061,104086,,,,,,,,,,,,,,,,9302971,4971770,1135770,318983,816880,3745757,,9297011,4960504,1187170,336807,850363,404297,429679,3682035,1356535,2102629,91299,,,,,,7921875,4960845,1145689
1991/05,4962597,1150862,314549,836313,3718321,93414,,,,,,,,,,,,,,,,9308648,4984499,1137314,318069,821197,3748603,,9327196,4920097,1135591,319334,816257,362612,403918,3694980,1345997,2114783,89526,,,,,,7904858,4967353,1142631
1991/06,4983634,1174779,311946,862833,3718220,90635,,,,,,,,,,,,,,,,9359137,4997668,1177535,321094,856967,3732789,,9382964,5057908,1253564,350800,902764,438013,444800,3730990,1304251,2125848,73354,,,,,,8074723,4977668,1188571
1991/07,5040024,1194836,324277,870559,3762642,82546,,,,,,,,,,,,,,,,9453360,5019116,1185722,320275,864793,3741945,,9425635,4990529,1153609,326916,826693,393265,414017,3757743,1295682,2156932,79177,,,,,,8051271,4988374,1186741
1991/08,5020817,1161831,318376,843455,3776433,82553,,,,,,,,,,,,,,,,9469655,5018687,1186877,319489,866324,3743865,,9460046,5037075,1190590,327518,863072,433010,416732,3769279,1307713,2160031,77206,,,,,,8114874,5061145,1240327
1991/09,5041125,1175145,310283,864862,3778647,87333,,,,,,,,,,,,,,,,9497389,5037480,1193355,320733,871735,3756536,,9499000,5042478,1177855,319467,858388,436050,403895,3780974,1331963,2162749,83649,,,,,,8134478,5039977,1188473
1991/10,5031895,1153908,310588,843320,3790978,87009,,,,,,,,,,,,,,,,9510258,5053526,1202565,321157,880250,3763193,,9540015,4999302,1170985,322634,848351,419502,415327,3745430,1305643,2159463,82887,,,,,,8118640,5047155,1229876
1991/11,5018666,1171781,311914,859867,3760038,86847,,,,,,,,,,,,,,,,9542792,5058633,1217618,321982,895075,3753893,,9588463,5082171,1241825,328383,913442,496514,400423,3751799,1293281,2168323,88547,,,,,,8229265,5121611,1279555
1991/12,5122051,1296335,352626,943709,3732357,93359,,,,,,,,,,,,,,,,9668729,5055281,1220495,323395,897233,3747647,,9604544,5163460,1310441,379704,930737,465317,451700,3764823,1271887,2215509,88196,,,,,,8381225,5062039,1240736
1992/01,5069555,1225949,337467,888482,3760376,83230,,,,,,,,,,,,,,,,9653199,5053800,1216445,324156,890161,3754227,,9623657,5003790,1196905,332168,864737,422619,424764,3725928,1244631,2214678,80957,,,,,,8230202,5053582,1240931
1992/02,5004632,1186020,320098,865922,3736170,82442,,,,,,,,,,,,,,,,9614857,5045779,1212511,323390,891541,3745687,,9644922,5066944,1260592,341705,918887,467637,436850,3727518,1255958,2213094,78834,,,,,,8309575,5096281,1274230
1992/03,5057976,1252877,326520,926357,3720956,84143,,,,,,,,,,,,,,,,9677207,5054738,1222226,324105,899982,3753048,,9678519,5084141,1293131,334299,958832,477113,436317,3707670,1257573,2207220,83340,,,,,,8346120,5060161,1231576
1992/04,5063356,1244040,322542,921498,3729746,89570,,,,,,,,,,,,,,,,9712606,5047586,1217457,323318,894275,3751770,,9701286,5047676,1281624,338115,943509,477291,434010,3684029,1252814,2179797,82023,,,,,,8341102,5041862,1240021
1992/05,5017338,1230010,320722,909288,3702173,85155,,,,,,,,,,,,,,,,9707618,5033912,1215603,324643,891823,3727563,,9722522,5083109,1297661,333304,964357,516954,422347,3704778,1249760,2179895,80670,,,,,,8397203,5080569,1279825
1992/06,5030318,1212812,316400,896412,3726754,90752,,,,,,,,,,,,,,,,9719000,5037331,1217350,325959,891930,3732944,,9735882,5084226,1294117,346519,947598,465576,456856,3714433,1204147,2196410,75676,,,,,,8330353,5055222,1260383
1992/07,5048854,1229803,331458,898345,3740861,78190,,,,,,,,,,,,,,,,9781915,5025583,1219018,327235,891035,3719021,,9747990,5054269,1242412,340769,901643,442032,437859,3734312,1202955,2218352,77545,,,,,,8421456,5047561,1270438
1992/08,5037325,1204874,328311,876563,3749028,83423,,,,,,,,,,,,,,,,9769656,5030170,1228557,329220,898212,3715879,,9759855,5005457,1211270,332901,878369,427378,430471,3712057,1189419,2215484,82130,,,,,,8390828,5041503,1267013
1992/09,5015117,1209074,318597,890477,3720963,85080,,,,,,,,,,,,,,,,9747046,5014338,1228678,328878,899607,3699289,,9751262,5044042,1243088,327038,916050,474348,421533,3717957,1224009,2219767,82997,,,,,,8456954,5038581,1263172
1992/10,5001591,1183141,320492,862649,3731890,86560,,,,,,,,,,,,,,,,9767424,5021331,1229975,330262,898721,3706302,,9795498,5040998,1252693,337307,915386,471540,432178,3710651,1222475,2216780,77654,,,,,,8475456,5075102,1297315
1992/11,4989166,1190255,321768,868487,3716362,82549,,,,,,,,,,,,,,,,9773498,5031205,1235467,331448,903352,3710200,,9821994,5010225,1246588,334731,911857,461146,414486,3676665,1179979,2216541,86972,,,,,,8449759,5064626,1288634
1992/12,5099669,1321042,360398,960644,3687261,91366,,,,,,,,,,,,,,,,9906518,5040205,1243823,331984,911745,3707493,,9849331,5154843,1361380,381030,980350,493989,467325,3706565,1190604,2256954,86898,,,,,,8662370,5057434,1280526
1993/01,5055340,1255304,345601,909703,3710812,89224,,,,,,,,,,,,,,,,9907925,5044002,1242376,332193,909734,3708030,,9878531,5065415,1277140,350963,926177,467356,444751,3701750,1190838,2258300,86525,,,,,,8574881,5077644,1292588
1993/02,5011162,1213084,331739,881345,3711660,86418,,,,,,,,,,,,,,,,9868393,5054209,1241917,334660,908253,3722976,,9902115,5074185,1296648,357538,939110,469356,455048,3696807,1191037,2260955,80730,,,,,,8600462,5078003,1291115
1993/03,5038006,1263800,335635,928165,3683855,90351,,,,,,,,,,,,,,,,9874226,5038313,1238668,333496,906191,3718101,,9881327,5144702,1357252,343579,1013673,515718,448162,3689587,1206714,2250261,97863,,,,,,8680813,5108192,1298456
1993/04,5089591,1273537,335625,937912,3715224,100830,,,,,,,,,,,,,,,,9971236,5070852,1247074,336736,911193,3736572,,9955019,5140616,1333855,360426,973429,491620,449811,3712010,1229802,2245623,94751,,,,,,8711510,5122082,1290448
1993/05,5092240,1278044,335154,942890,3719522,94674,,,,,,,,,,,,,,,,9993237,5101443,1262782,339183,923671,3742939,,10004259,5087856,1282117,337363,944754,463130,434799,3712913,1200418,2246998,92826,,,,,,8673963,5125161,1299446
