データコード,FM08'FXERM06,FM08'FXERM07,FM08'FXERM08,FM08'FXERM09,FM08'FXERM05,FM08'FXERM03,FM08'FXERM11,FM08'FXERM15,FM08'FXERM23,FM08'FXERM27,FM08'FXERM31,FM08'FXERM32,FM08'FXERM33,FM08'FXERM34,FM08'FXAR@01,FM08'FXAR@02,FM08'FXARUSGB
系列名称,"東京市場　ドル・円　スポット　17時時点/月末","東京市場　ドル・円　スポット　17時時点/月中平均","東京市場　ドル・円　スポット　中心相場/月末","東京市場　ドル・円　スポット　中心相場/月中平均","東京市場　ドル・円　スポット　月中最安値","東京市場　ドル・円　スポット　月中最高値","東京市場　ドル・円　スポット出来高/月中平均","東京市場　ドル・円　スワップ出来高/月中平均","（更新停止）東京市場　ドル・円　フォワード・スプレッド3ヵ月/月末（2010年2月まで）","（更新停止）東京市場　ドル・円　フォワード・スプレッド3ヵ月　年率/月末（2010年2月まで）","（更新停止）東京市場　ドル・円　通貨オプション　ボラティリティ1ヵ月/月末（2010年2月まで）","（更新停止）東京市場　ドル・円　通貨オプション　ボラティリティ1ヵ月/月中平均（2010年2月まで）","（更新停止）東京市場　ドル・円　通貨オプション　ボラティリティ3ヵ月/月末（2010年2月まで）","（更新停止）東京市場　ドル・円　通貨オプション　ボラティリティ3ヵ月/月中平均（2010年2月まで）","(更新停止）ニューヨーク市場　マルク相場 /月末（１ドル当たり）（1998年12月まで）","(更新停止）ニューヨーク市場　ユーロ相場 /月末（１ユーロ当たり）（2008年3月まで）","(更新停止）ニューヨーク市場　ポンド相場 /月末（１ポンド当たり）（2008年3月まで）"
1900/01,,,,,,,,,,,,,,,,,
1900/02,,,,,,,,,,,,,,,,,
1900/03,,,,,,,,,,,,,,,,,
1900/04,,,,,,,,,,,,,,,,,
1900/05,,,,,,,,,,,,,,,,,
1900/06,,,,,,,,,,,,,,,,,
1900/07,,,,,,,,,,,,,,,,,
1900/08,,,,,,,,,,,,,,,,,
1900/09,,,,,,,,,,,,,,,,,
1900/10,,,,,,,,,,,,,,,,,
1900/11,,,,,,,,,,,,,,,,,
1900/12,,,,,,,,,,,,,,,,,
1901/01,,,,,,,,,,,,,,,,,
1901/02,,,,,,,,,,,,,,,,,
1901/03,,,,,,,,,,,,,,,,,
1901/04,,,,,,,,,,,,,,,,,
1901/05,,,,,,,,,,,,,,,,,
1901/06,,,,,,,,,,,,,,,,,
1901/07,,,,,,,,,,,,,,,,,
1901/08,,,,,,,,,,,,,,,,,
1901/09,,,,,,,,,,,,,,,,,
1901/10,,,,,,,,,,,,,,,,,
1901/11,,,,,,,,,,,,,,,,,
1901/12,,,,,,,,,,,,,,,,,
1902/01,,,,,,,,,,,,,,,,,
1902/02,,,,,,,,,,,,,,,,,
1902/03,,,,,,,,,,,,,,,,,
1902/04,,,,,,,,,,,,,,,,,
1902/05,,,,,,,,,,,,,,,,,
1902/06,,,,,,,,,,,,,,,,,
1902/07,,,,,,,,,,,,,,,,,
1902/08,,,,,,,,,,,,,,,,,
1902/09,,,,,,,,,,,,,,,,,
1902/10,,,,,,,,,,,,,,,,,
1902/11,,,,,,,,,,,,,,,,,
1902/12,,,,,,,,,,,,,,,,,
1903/01,,,,,,,,,,,,,,,,,
1903/02,,,,,,,,,,,,,,,,,
1903/03,,,,,,,,,,,,,,,,,
1903/04,,,,,,,,,,,,,,,,,
1903/05,,,,,,,,,,,,,,,,,
1903/06,,,,,,,,,,,,,,,,,
1903/07,,,,,,,,,,,,,,,,,
1903/08,,,,,,,,,,,,,,,,,
1903/09,,,,,,,,,,,,,,,,,
1903/10,,,,,,,,,,,,,,,,,
1903/11,,,,,,,,,,,,,,,,,
1903/12,,,,,,,,,,,,,,,,,
1904/01,,,,,,,,,,,,,,,,,
1904/02,,,,,,,,,,,,,,,,,
1904/03,,,,,,,,,,,,,,,,,
1904/04,,,,,,,,,,,,,,,,,
1904/05,,,,,,,,,,,,,,,,,
1904/06,,,,,,,,,,,,,,,,,
1904/07,,,,,,,,,,,,,,,,,
1904/08,,,,,,,,,,,,,,,,,
1904/09,,,,,,,,,,,,,,,,,
1904/10,,,,,,,,,,,,,,,,,
1904/11,,,,,,,,,,,,,,,,,
1904/12,,,,,,,,,,,,,,,,,
1905/01,,,,,,,,,,,,,,,,,
1905/02,,,,,,,,,,,,,,,,,
1905/03,,,,,,,,,,,,,,,,,
1905/04,,,,,,,,,,,,,,,,,
1905/05,,,,,,,,,,,,,,,,,
1905/06,,,,,,,,,,,,,,,,,
1905/07,,,,,,,,,,,,,,,,,
1905/08,,,,,,,,,,,,,,,,,
1905/09,,,,,,,,,,,,,,,,,
1905/10,,,,,,,,,,,,,,,,,
1905/11,,,,,,,,,,,,,,,,,
1905/12,,,,,,,,,,,,,,,,,
1906/01,,,,,,,,,,,,,,,,,
1906/02,,,,,,,,,,,,,,,,,
1906/03,,,,,,,,,,,,,,,,,
1906/04,,,,,,,,,,,,,,,,,
1906/05,,,,,,,,,,,,,,,,,
1906/06,,,,,,,,,,,,,,,,,
1906/07,,,,,,,,,,,,,,,,,
1906/08,,,,,,,,,,,,,,,,,
1906/09,,,,,,,,,,,,,,,,,
1906/10,,,,,,,,,,,,,,,,,
1906/11,,,,,,,,,,,,,,,,,
1906/12,,,,,,,,,,,,,,,,,
1907/01,,,,,,,,,,,,,,,,,
1907/02,,,,,,,,,,,,,,,,,
1907/03,,,,,,,,,,,,,,,,,
1907/04,,,,,,,,,,,,,,,,,
1907/05,,,,,,,,,,,,,,,,,
1907/06,,,,,,,,,,,,,,,,,
1907/07,,,,,,,,,,,,,,,,,
1907/08,,,,,,,,,,,,,,,,,
1907/09,,,,,,,,,,,,,,,,,
1907/10,,,,,,,,,,,,,,,,,
1907/11,,,,,,,,,,,,,,,,,
1907/12,,,,,,,,,,,,,,,,,
1908/01,,,,,,,,,,,,,,,,,
1908/02,,,,,,,,,,,,,,,,,
1908/03,,,,,,,,,,,,,,,,,
1908/04,,,,,,,,,,,,,,,,,
1908/05,,,,,,,,,,,,,,,,,
1908/06,,,,,,,,,,,,,,,,,
1908/07,,,,,,,,,,,,,,,,,
1908/08,,,,,,,,,,,,,,,,,
1908/09,,,,,,,,,,,,,,,,,
1908/10,,,,,,,,,,,,,,,,,
1908/11,,,,,,,,,,,,,,,,,
1908/12,,,,,,,,,,,,,,,,,
1909/01,,,,,,,,,,,,,,,,,
1909/02,,,,,,,,,,,,,,,,,
1909/03,,,,,,,,,,,,,,,,,
1909/04,,,,,,,,,,,,,,,,,
1909/05,,,,,,,,,,,,,,,,,
1909/06,,,,,,,,,,,,,,,,,
1909/07,,,,,,,,,,,,,,,,,
1909/08,,,,,,,,,,,,,,,,,
1909/09,,,,,,,,,,,,,,,,,
1909/10,,,,,,,,,,,,,,,,,
1909/11,,,,,,,,,,,,,,,,,
1909/12,,,,,,,,,,,,,,,,,
1910/01,,,,,,,,,,,,,,,,,
1910/02,,,,,,,,,,,,,,,,,
1910/03,,,,,,,,,,,,,,,,,
1910/04,,,,,,,,,,,,,,,,,
1910/05,,,,,,,,,,,,,,,,,
1910/06,,,,,,,,,,,,,,,,,
1910/07,,,,,,,,,,,,,,,,,
1910/08,,,,,,,,,,,,,,,,,
1910/09,,,,,,,,,,,,,,,,,
1910/10,,,,,,,,,,,,,,,,,
1910/11,,,,,,,,,,,,,,,,,
1910/12,,,,,,,,,,,,,,,,,
1911/01,,,,,,,,,,,,,,,,,
1911/02,,,,,,,,,,,,,,,,,
1911/03,,,,,,,,,,,,,,,,,
1911/04,,,,,,,,,,,,,,,,,
1911/05,,,,,,,,,,,,,,,,,
1911/06,,,,,,,,,,,,,,,,,
1911/07,,,,,,,,,,,,,,,,,
1911/08,,,,,,,,,,,,,,,,,
1911/09,,,,,,,,,,,,,,,,,
1911/10,,,,,,,,,,,,,,,,,
1911/11,,,,,,,,,,,,,,,,,
1911/12,,,,,,,,,,,,,,,,,
1912/01,,,,,,,,,,,,,,,,,
1912/02,,,,,,,,,,,,,,,,,
1912/03,,,,,,,,,,,,,,,,,
1912/04,,,,,,,,,,,,,,,,,
1912/05,,,,,,,,,,,,,,,,,
1912/06,,,,,,,,,,,,,,,,,
1912/07,,,,,,,,,,,,,,,,,
1912/08,,,,,,,,,,,,,,,,,
1912/09,,,,,,,,,,,,,,,,,
1912/10,,,,,,,,,,,,,,,,,
1912/11,,,,,,,,,,,,,,,,,
1912/12,,,,,,,,,,,,,,,,,
1913/01,,,,,,,,,,,,,,,,,
1913/02,,,,,,,,,,,,,,,,,
1913/03,,,,,,,,,,,,,,,,,
1913/04,,,,,,,,,,,,,,,,,
1913/05,,,,,,,,,,,,,,,,,
1913/06,,,,,,,,,,,,,,,,,
1913/07,,,,,,,,,,,,,,,,,
1913/08,,,,,,,,,,,,,,,,,
1913/09,,,,,,,,,,,,,,,,,
1913/10,,,,,,,,,,,,,,,,,
1913/11,,,,,,,,,,,,,,,,,
1913/12,,,,,,,,,,,,,,,,,
1914/01,,,,,,,,,,,,,,,,,
1914/02,,,,,,,,,,,,,,,,,
1914/03,,,,,,,,,,,,,,,,,
1914/04,,,,,,,,,,,,,,,,,
1914/05,,,,,,,,,,,,,,,,,
1914/06,,,,,,,,,,,,,,,,,
1914/07,,,,,,,,,,,,,,,,,
1914/08,,,,,,,,,,,,,,,,,
1914/09,,,,,,,,,,,,,,,,,
1914/10,,,,,,,,,,,,,,,,,
1914/11,,,,,,,,,,,,,,,,,
1914/12,,,,,,,,,,,,,,,,,
1915/01,,,,,,,,,,,,,,,,,
1915/02,,,,,,,,,,,,,,,,,
1915/03,,,,,,,,,,,,,,,,,
1915/04,,,,,,,,,,,,,,,,,
1915/05,,,,,,,,,,,,,,,,,
1915/06,,,,,,,,,,,,,,,,,
1915/07,,,,,,,,,,,,,,,,,
1915/08,,,,,,,,,,,,,,,,,
1915/09,,,,,,,,,,,,,,,,,
1915/10,,,,,,,,,,,,,,,,,
1915/11,,,,,,,,,,,,,,,,,
1915/12,,,,,,,,,,,,,,,,,
1916/01,,,,,,,,,,,,,,,,,
1916/02,,,,,,,,,,,,,,,,,
1916/03,,,,,,,,,,,,,,,,,
1916/04,,,,,,,,,,,,,,,,,
1916/05,,,,,,,,,,,,,,,,,
1916/06,,,,,,,,,,,,,,,,,
1916/07,,,,,,,,,,,,,,,,,
1916/08,,,,,,,,,,,,,,,,,
1916/09,,,,,,,,,,,,,,,,,
1916/10,,,,,,,,,,,,,,,,,
1916/11,,,,,,,,,,,,,,,,,
1916/12,,,,,,,,,,,,,,,,,
1917/01,,,,,,,,,,,,,,,,,
1917/02,,,,,,,,,,,,,,,,,
1917/03,,,,,,,,,,,,,,,,,
1917/04,,,,,,,,,,,,,,,,,
1917/05,,,,,,,,,,,,,,,,,
1917/06,,,,,,,,,,,,,,,,,
1917/07,,,,,,,,,,,,,,,,,
1917/08,,,,,,,,,,,,,,,,,
1917/09,,,,,,,,,,,,,,,,,
1917/10,,,,,,,,,,,,,,,,,
1917/11,,,,,,,,,,,,,,,,,
1917/12,,,,,,,,,,,,,,,,,
1918/01,,,,,,,,,,,,,,,,,
1918/02,,,,,,,,,,,,,,,,,
1918/03,,,,,,,,,,,,,,,,,
1918/04,,,,,,,,,,,,,,,,,
1918/05,,,,,,,,,,,,,,,,,
1918/06,,,,,,,,,,,,,,,,,
1918/07,,,,,,,,,,,,,,,,,
1918/08,,,,,,,,,,,,,,,,,
1918/09,,,,,,,,,,,,,,,,,
1918/10,,,,,,,,,,,,,,,,,
1918/11,,,,,,,,,,,,,,,,,
1918/12,,,,,,,,,,,,,,,,,
1919/01,,,,,,,,,,,,,,,,,
1919/02,,,,,,,,,,,,,,,,,
1919/03,,,,,,,,,,,,,,,,,
1919/04,,,,,,,,,,,,,,,,,
1919/05,,,,,,,,,,,,,,,,,
1919/06,,,,,,,,,,,,,,,,,
1919/07,,,,,,,,,,,,,,,,,
1919/08,,,,,,,,,,,,,,,,,
1919/09,,,,,,,,,,,,,,,,,
1919/10,,,,,,,,,,,,,,,,,
1919/11,,,,,,,,,,,,,,,,,
1919/12,,,,,,,,,,,,,,,,,
1920/01,,,,,,,,,,,,,,,,,
1920/02,,,,,,,,,,,,,,,,,
1920/03,,,,,,,,,,,,,,,,,
1920/04,,,,,,,,,,,,,,,,,
1920/05,,,,,,,,,,,,,,,,,
1920/06,,,,,,,,,,,,,,,,,
1920/07,,,,,,,,,,,,,,,,,
1920/08,,,,,,,,,,,,,,,,,
1920/09,,,,,,,,,,,,,,,,,
1920/10,,,,,,,,,,,,,,,,,
1920/11,,,,,,,,,,,,,,,,,
1920/12,,,,,,,,,,,,,,,,,
1921/01,,,,,,,,,,,,,,,,,
1921/02,,,,,,,,,,,,,,,,,
1921/03,,,,,,,,,,,,,,,,,
1921/04,,,,,,,,,,,,,,,,,
1921/05,,,,,,,,,,,,,,,,,
1921/06,,,,,,,,,,,,,,,,,
1921/07,,,,,,,,,,,,,,,,,
1921/08,,,,,,,,,,,,,,,,,
1921/09,,,,,,,,,,,,,,,,,
1921/10,,,,,,,,,,,,,,,,,
1921/11,,,,,,,,,,,,,,,,,
1921/12,,,,,,,,,,,,,,,,,
1922/01,,,,,,,,,,,,,,,,,
1922/02,,,,,,,,,,,,,,,,,
1922/03,,,,,,,,,,,,,,,,,
1922/04,,,,,,,,,,,,,,,,,
1922/05,,,,,,,,,,,,,,,,,
1922/06,,,,,,,,,,,,,,,,,
1922/07,,,,,,,,,,,,,,,,,
1922/08,,,,,,,,,,,,,,,,,
1922/09,,,,,,,,,,,,,,,,,
1922/10,,,,,,,,,,,,,,,,,
1922/11,,,,,,,,,,,,,,,,,
1922/12,,,,,,,,,,,,,,,,,
1923/01,,,,,,,,,,,,,,,,,
1923/02,,,,,,,,,,,,,,,,,
1923/03,,,,,,,,,,,,,,,,,
1923/04,,,,,,,,,,,,,,,,,
1923/05,,,,,,,,,,,,,,,,,
1923/06,,,,,,,,,,,,,,,,,
1923/07,,,,,,,,,,,,,,,,,
1923/08,,,,,,,,,,,,,,,,,
1923/09,,,,,,,,,,,,,,,,,
1923/10,,,,,,,,,,,,,,,,,
1923/11,,,,,,,,,,,,,,,,,
1923/12,,,,,,,,,,,,,,,,,
1924/01,,,,,,,,,,,,,,,,,
1924/02,,,,,,,,,,,,,,,,,
1924/03,,,,,,,,,,,,,,,,,
1924/04,,,,,,,,,,,,,,,,,
1924/05,,,,,,,,,,,,,,,,,
1924/06,,,,,,,,,,,,,,,,,
1924/07,,,,,,,,,,,,,,,,,
1924/08,,,,,,,,,,,,,,,,,
1924/09,,,,,,,,,,,,,,,,,
1924/10,,,,,,,,,,,,,,,,,
1924/11,,,,,,,,,,,,,,,,,
1924/12,,,,,,,,,,,,,,,,,
1925/01,,,,,,,,,,,,,,,,,
1925/02,,,,,,,,,,,,,,,,,
1925/03,,,,,,,,,,,,,,,,,
1925/04,,,,,,,,,,,,,,,,,
1925/05,,,,,,,,,,,,,,,,,
1925/06,,,,,,,,,,,,,,,,,
1925/07,,,,,,,,,,,,,,,,,
1925/08,,,,,,,,,,,,,,,,,
1925/09,,,,,,,,,,,,,,,,,
1925/10,,,,,,,,,,,,,,,,,
1925/11,,,,,,,,,,,,,,,,,
1925/12,,,,,,,,,,,,,,,,,
1926/01,,,,,,,,,,,,,,,,,
1926/02,,,,,,,,,,,,,,,,,
1926/03,,,,,,,,,,,,,,,,,
1926/04,,,,,,,,,,,,,,,,,
1926/05,,,,,,,,,,,,,,,,,
1926/06,,,,,,,,,,,,,,,,,
1926/07,,,,,,,,,,,,,,,,,
1926/08,,,,,,,,,,,,,,,,,
1926/09,,,,,,,,,,,,,,,,,
1926/10,,,,,,,,,,,,,,,,,
1926/11,,,,,,,,,,,,,,,,,
1926/12,,,,,,,,,,,,,,,,,
1927/01,,,,,,,,,,,,,,,,,
1927/02,,,,,,,,,,,,,,,,,
1927/03,,,,,,,,,,,,,,,,,
1927/04,,,,,,,,,,,,,,,,,
1927/05,,,,,,,,,,,,,,,,,
1927/06,,,,,,,,,,,,,,,,,
1927/07,,,,,,,,,,,,,,,,,
1927/08,,,,,,,,,,,,,,,,,
1927/09,,,,,,,,,,,,,,,,,
1927/10,,,,,,,,,,,,,,,,,
1927/11,,,,,,,,,,,,,,,,,
1927/12,,,,,,,,,,,,,,,,,
1928/01,,,,,,,,,,,,,,,,,
1928/02,,,,,,,,,,,,,,,,,
1928/03,,,,,,,,,,,,,,,,,
1928/04,,,,,,,,,,,,,,,,,
1928/05,,,,,,,,,,,,,,,,,
1928/06,,,,,,,,,,,,,,,,,
1928/07,,,,,,,,,,,,,,,,,
1928/08,,,,,,,,,,,,,,,,,
1928/09,,,,,,,,,,,,,,,,,
1928/10,,,,,,,,,,,,,,,,,
1928/11,,,,,,,,,,,,,,,,,
1928/12,,,,,,,,,,,,,,,,,
1929/01,,,,,,,,,,,,,,,,,
1929/02,,,,,,,,,,,,,,,,,
1929/03,,,,,,,,,,,,,,,,,
1929/04,,,,,,,,,,,,,,,,,
1929/05,,,,,,,,,,,,,,,,,
1929/06,,,,,,,,,,,,,,,,,
1929/07,,,,,,,,,,,,,,,,,
1929/08,,,,,,,,,,,,,,,,,
1929/09,,,,,,,,,,,,,,,,,
1929/10,,,,,,,,,,,,,,,,,
1929/11,,,,,,,,,,,,,,,,,
1929/12,,,,,,,,,,,,,,,,,
1930/01,,,,,,,,,,,,,,,,,
1930/02,,,,,,,,,,,,,,,,,
1930/03,,,,,,,,,,,,,,,,,
1930/04,,,,,,,,,,,,,,,,,
1930/05,,,,,,,,,,,,,,,,,
1930/06,,,,,,,,,,,,,,,,,
1930/07,,,,,,,,,,,,,,,,,
1930/08,,,,,,,,,,,,,,,,,
1930/09,,,,,,,,,,,,,,,,,
1930/10,,,,,,,,,,,,,,,,,
1930/11,,,,,,,,,,,,,,,,,
1930/12,,,,,,,,,,,,,,,,,
1931/01,,,,,,,,,,,,,,,,,
1931/02,,,,,,,,,,,,,,,,,
1931/03,,,,,,,,,,,,,,,,,
1931/04,,,,,,,,,,,,,,,,,
1931/05,,,,,,,,,,,,,,,,,
1931/06,,,,,,,,,,,,,,,,,
1931/07,,,,,,,,,,,,,,,,,
1931/08,,,,,,,,,,,,,,,,,
1931/09,,,,,,,,,,,,,,,,,
1931/10,,,,,,,,,,,,,,,,,
1931/11,,,,,,,,,,,,,,,,,
1931/12,,,,,,,,,,,,,,,,,
1932/01,,,,,,,,,,,,,,,,,
1932/02,,,,,,,,,,,,,,,,,
1932/03,,,,,,,,,,,,,,,,,
1932/04,,,,,,,,,,,,,,,,,
1932/05,,,,,,,,,,,,,,,,,
1932/06,,,,,,,,,,,,,,,,,
1932/07,,,,,,,,,,,,,,,,,
1932/08,,,,,,,,,,,,,,,,,
1932/09,,,,,,,,,,,,,,,,,
1932/10,,,,,,,,,,,,,,,,,
1932/11,,,,,,,,,,,,,,,,,
1932/12,,,,,,,,,,,,,,,,,
1933/01,,,,,,,,,,,,,,,,,
1933/02,,,,,,,,,,,,,,,,,
1933/03,,,,,,,,,,,,,,,,,
1933/04,,,,,,,,,,,,,,,,,
1933/05,,,,,,,,,,,,,,,,,
1933/06,,,,,,,,,,,,,,,,,
1933/07,,,,,,,,,,,,,,,,,
1933/08,,,,,,,,,,,,,,,,,
1933/09,,,,,,,,,,,,,,,,,
1933/10,,,,,,,,,,,,,,,,,
1933/11,,,,,,,,,,,,,,,,,
1933/12,,,,,,,,,,,,,,,,,
1934/01,,,,,,,,,,,,,,,,,
1934/02,,,,,,,,,,,,,,,,,
1934/03,,,,,,,,,,,,,,,,,
1934/04,,,,,,,,,,,,,,,,,
1934/05,,,,,,,,,,,,,,,,,
1934/06,,,,,,,,,,,,,,,,,
1934/07,,,,,,,,,,,,,,,,,
1934/08,,,,,,,,,,,,,,,,,
1934/09,,,,,,,,,,,,,,,,,
1934/10,,,,,,,,,,,,,,,,,
1934/11,,,,,,,,,,,,,,,,,
1934/12,,,,,,,,,,,,,,,,,
1935/01,,,,,,,,,,,,,,,,,
1935/02,,,,,,,,,,,,,,,,,
1935/03,,,,,,,,,,,,,,,,,
1935/04,,,,,,,,,,,,,,,,,
1935/05,,,,,,,,,,,,,,,,,
1935/06,,,,,,,,,,,,,,,,,
1935/07,,,,,,,,,,,,,,,,,
1935/08,,,,,,,,,,,,,,,,,
1935/09,,,,,,,,,,,,,,,,,
1935/10,,,,,,,,,,,,,,,,,
1935/11,,,,,,,,,,,,,,,,,
1935/12,,,,,,,,,,,,,,,,,
1936/01,,,,,,,,,,,,,,,,,
1936/02,,,,,,,,,,,,,,,,,
1936/03,,,,,,,,,,,,,,,,,
1936/04,,,,,,,,,,,,,,,,,
1936/05,,,,,,,,,,,,,,,,,
1936/06,,,,,,,,,,,,,,,,,
1936/07,,,,,,,,,,,,,,,,,
1936/08,,,,,,,,,,,,,,,,,
1936/09,,,,,,,,,,,,,,,,,
1936/10,,,,,,,,,,,,,,,,,
1936/11,,,,,,,,,,,,,,,,,
1936/12,,,,,,,,,,,,,,,,,
1937/01,,,,,,,,,,,,,,,,,
1937/02,,,,,,,,,,,,,,,,,
1937/03,,,,,,,,,,,,,,,,,
1937/04,,,,,,,,,,,,,,,,,
1937/05,,,,,,,,,,,,,,,,,
1937/06,,,,,,,,,,,,,,,,,
1937/07,,,,,,,,,,,,,,,,,
1937/08,,,,,,,,,,,,,,,,,
1937/09,,,,,,,,,,,,,,,,,
1937/10,,,,,,,,,,,,,,,,,
1937/11,,,,,,,,,,,,,,,,,
1937/12,,,,,,,,,,,,,,,,,
1938/01,,,,,,,,,,,,,,,,,
1938/02,,,,,,,,,,,,,,,,,
1938/03,,,,,,,,,,,,,,,,,
1938/04,,,,,,,,,,,,,,,,,
1938/05,,,,,,,,,,,,,,,,,
1938/06,,,,,,,,,,,,,,,,,
1938/07,,,,,,,,,,,,,,,,,
1938/08,,,,,,,,,,,,,,,,,
1938/09,,,,,,,,,,,,,,,,,
1938/10,,,,,,,,,,,,,,,,,
1938/11,,,,,,,,,,,,,,,,,
1938/12,,,,,,,,,,,,,,,,,
1939/01,,,,,,,,,,,,,,,,,
1939/02,,,,,,,,,,,,,,,,,
1939/03,,,,,,,,,,,,,,,,,
1939/04,,,,,,,,,,,,,,,,,
1939/05,,,,,,,,,,,,,,,,,
1939/06,,,,,,,,,,,,,,,,,
1939/07,,,,,,,,,,,,,,,,,
1939/08,,,,,,,,,,,,,,,,,
1939/09,,,,,,,,,,,,,,,,,
1939/10,,,,,,,,,,,,,,,,,
1939/11,,,,,,,,,,,,,,,,,
1939/12,,,,,,,,,,,,,,,,,
1940/01,,,,,,,,,,,,,,,,,
1940/02,,,,,,,,,,,,,,,,,
1940/03,,,,,,,,,,,,,,,,,
1940/04,,,,,,,,,,,,,,,,,
1940/05,,,,,,,,,,,,,,,,,
1940/06,,,,,,,,,,,,,,,,,
1940/07,,,,,,,,,,,,,,,,,
1940/08,,,,,,,,,,,,,,,,,
1940/09,,,,,,,,,,,,,,,,,
1940/10,,,,,,,,,,,,,,,,,
1940/11,,,,,,,,,,,,,,,,,
1940/12,,,,,,,,,,,,,,,,,
1941/01,,,,,,,,,,,,,,,,,
1941/02,,,,,,,,,,,,,,,,,
1941/03,,,,,,,,,,,,,,,,,
1941/04,,,,,,,,,,,,,,,,,
1941/05,,,,,,,,,,,,,,,,,
1941/06,,,,,,,,,,,,,,,,,
1941/07,,,,,,,,,,,,,,,,,
1941/08,,,,,,,,,,,,,,,,,
1941/09,,,,,,,,,,,,,,,,,
1941/10,,,,,,,,,,,,,,,,,
1941/11,,,,,,,,,,,,,,,,,
1941/12,,,,,,,,,,,,,,,,,
1942/01,,,,,,,,,,,,,,,,,
1942/02,,,,,,,,,,,,,,,,,
1942/03,,,,,,,,,,,,,,,,,
1942/04,,,,,,,,,,,,,,,,,
1942/05,,,,,,,,,,,,,,,,,
1942/06,,,,,,,,,,,,,,,,,
1942/07,,,,,,,,,,,,,,,,,
1942/08,,,,,,,,,,,,,,,,,
1942/09,,,,,,,,,,,,,,,,,
1942/10,,,,,,,,,,,,,,,,,
1942/11,,,,,,,,,,,,,,,,,
1942/12,,,,,,,,,,,,,,,,,
1943/01,,,,,,,,,,,,,,,,,
1943/02,,,,,,,,,,,,,,,,,
1943/03,,,,,,,,,,,,,,,,,
1943/04,,,,,,,,,,,,,,,,,
1943/05,,,,,,,,,,,,,,,,,
1943/06,,,,,,,,,,,,,,,,,
1943/07,,,,,,,,,,,,,,,,,
1943/08,,,,,,,,,,,,,,,,,
1943/09,,,,,,,,,,,,,,,,,
1943/10,,,,,,,,,,,,,,,,,
1943/11,,,,,,,,,,,,,,,,,
1943/12,,,,,,,,,,,,,,,,,
1944/01,,,,,,,,,,,,,,,,,
1944/02,,,,,,,,,,,,,,,,,
1944/03,,,,,,,,,,,,,,,,,
1944/04,,,,,,,,,,,,,,,,,
1944/05,,,,,,,,,,,,,,,,,
1944/06,,,,,,,,,,,,,,,,,
1944/07,,,,,,,,,,,,,,,,,
1944/08,,,,,,,,,,,,,,,,,
1944/09,,,,,,,,,,,,,,,,,
1944/10,,,,,,,,,,,,,,,,,
1944/11,,,,,,,,,,,,,,,,,
1944/12,,,,,,,,,,,,,,,,,
1945/01,,,,,,,,,,,,,,,,,
1945/02,,,,,,,,,,,,,,,,,
1945/03,,,,,,,,,,,,,,,,,
1945/04,,,,,,,,,,,,,,,,,
1945/05,,,,,,,,,,,,,,,,,
1945/06,,,,,,,,,,,,,,,,,
1945/07,,,,,,,,,,,,,,,,,
1945/08,,,,,,,,,,,,,,,,,
1945/09,,,,,,,,,,,,,,,,,
1945/10,,,,,,,,,,,,,,,,,
1945/11,,,,,,,,,,,,,,,,,
1945/12,,,,,,,,,,,,,,,,,
1946/01,,,,,,,,,,,,,,,,,
1946/02,,,,,,,,,,,,,,,,,
1946/03,,,,,,,,,,,,,,,,,
1946/04,,,,,,,,,,,,,,,,,
1946/05,,,,,,,,,,,,,,,,,
1946/06,,,,,,,,,,,,,,,,,
1946/07,,,,,,,,,,,,,,,,,
1946/08,,,,,,,,,,,,,,,,,
1946/09,,,,,,,,,,,,,,,,,
1946/10,,,,,,,,,,,,,,,,,
1946/11,,,,,,,,,,,,,,,,,
1946/12,,,,,,,,,,,,,,,,,
1947/01,,,,,,,,,,,,,,,,,
1947/02,,,,,,,,,,,,,,,,,
1947/03,,,,,,,,,,,,,,,,,
1947/04,,,,,,,,,,,,,,,,,
1947/05,,,,,,,,,,,,,,,,,
1947/06,,,,,,,,,,,,,,,,,
1947/07,,,,,,,,,,,,,,,,,
1947/08,,,,,,,,,,,,,,,,,
1947/09,,,,,,,,,,,,,,,,,
1947/10,,,,,,,,,,,,,,,,,
1947/11,,,,,,,,,,,,,,,,,
1947/12,,,,,,,,,,,,,,,,,
1948/01,,,,,,,,,,,,,,,,,
1948/02,,,,,,,,,,,,,,,,,
1948/03,,,,,,,,,,,,,,,,,
1948/04,,,,,,,,,,,,,,,,,
1948/05,,,,,,,,,,,,,,,,,
1948/06,,,,,,,,,,,,,,,,,
1948/07,,,,,,,,,,,,,,,,,
1948/08,,,,,,,,,,,,,,,,,
1948/09,,,,,,,,,,,,,,,,,
1948/10,,,,,,,,,,,,,,,,,
1948/11,,,,,,,,,,,,,,,,,
1948/12,,,,,,,,,,,,,,,,,
1949/01,,,,,,,,,,,,,,,,,
1949/02,,,,,,,,,,,,,,,,,
1949/03,,,,,,,,,,,,,,,,,
1949/04,,,,,,,,,,,,,,,,,
1949/05,,,,,,,,,,,,,,,,,
1949/06,,,,,,,,,,,,,,,,,
1949/07,,,,,,,,,,,,,,,,,
1949/08,,,,,,,,,,,,,,,,,
1949/09,,,,,,,,,,,,,,,,,
1949/10,,,,,,,,,,,,,,,,,
1949/11,,,,,,,,,,,,,,,,,
